UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2015/16,350
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,530
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2015/16,675
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2016/17,625
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,690
10007857,Bangor University,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2016/17,375
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,515
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2016/17,685
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2017/18,610
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,640
10007857,Bangor University,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2017/18,365
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,445
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2017/18,480
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2018/19,605
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,620
10007857,Bangor University,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2018/19,415
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,415
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2018/19,405
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2019/20,595
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,610
10007857,Bangor University,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2019/20,415
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,390
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2019/20,300
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2020/21,590
10007857,Bangor University,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,630
10007857,Bangor University,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2020/21,405
10007857,Bangor University,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,355
10007857,Bangor University,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2020/21,285
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2014/15,215
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,295
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2014/15,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2014/15,355
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,180
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2014/15,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2015/16,235
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,315
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2015/16,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2015/16,375
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,190
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2015/16,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2016/17,245
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,340
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2016/17,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2016/17,355
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,205
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2016/17,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2017/18,275
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,360
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2017/18,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2017/18,380
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,225
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2017/18,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2018/19,285
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,385
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2018/19,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2018/19,390
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,220
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2018/19,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2019/20,260
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,340
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2019/20,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2019/20,310
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,180
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2019/20,0
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Academic,Academic,2020/21,275
10000571,Bath Spa University,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,375
10000571,Bath Spa University,England,South West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Academic,Academic,2020/21,335
10000571,Bath Spa University,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,180
10000571,Bath Spa University,England,South West,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2014/15,980
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,1355
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2014/15,305
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,505
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2014/15,415
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2015/16,1045
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,1405
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2015/16,300
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,515
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2015/16,530
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2016/17,1075
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,1470
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2016/17,295
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,535
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2016/17,560
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2017/18,1105
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,1440
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2017/18,330
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,640
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2017/18,620
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2018/19,1125
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,1475
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2018/19,345
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,655
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2018/19,690
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2019/20,1165
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,1515
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2019/20,350
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,685
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2019/20,670
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Academic,Academic,2020/21,1160
10007850,The University of Bath,England,South West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,1470
10007850,The University of Bath,England,South West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Academic,Academic,2020/21,390
10007850,The University of Bath,England,South West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,620
10007850,The University of Bath,England,South West,Part-time,Academic atypical,Academic,Academic,2020/21,500
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Full-time,Non-atypical,Academic,Academic,2020/21,5
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Full-time,Academic atypical,Academic,Academic,2020/21,0
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Part-time,Non-atypical,Academic,Academic,2020/21,5
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10036456,Backstage Academy (Training) Ltd,England,Yorkshire and The Humber,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Academic,Academic,2014/15,535
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,505
10007152,University of Bedfordshire,England,East of England,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Academic,Academic,2014/15,145
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,165
10007152,University of Bedfordshire,England,East of England,Part-time,Academic atypical,Academic,Academic,2014/15,75
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Academic,Academic,2015/16,515
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,520
10007152,University of Bedfordshire,England,East of England,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Academic,Academic,2015/16,120
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,155
10007152,University of Bedfordshire,England,East of England,Part-time,Academic atypical,Academic,Academic,2015/16,370
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Academic,Academic,2016/17,485
10007152,University of Bedfordshire,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,480
10007152,University of Bedfordshire,England,East of England,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Academic,Academic,2016/17,105
10007152,University of Bedfordshire,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,145
